city,state,latitude,longitude
HAVRE DE GRACE,MD,39.5486,-76.0962
HAGERSTOWN,MD,39.6425,-77.7176
FREDERICK,MD,39.4157,-77.412
FORT MEADE,MD,39.1067,-76.7348
EASTON,MD,38.7739,-76.0747
COLLEGE PARK,MD,38.9807,-76.9373
CHESTERTOWN,MD,39.2122,-76.066
CATONSVILLE,MD,39.2702,-76.7398
CAMBRIDGE,MD,38.5631,-76.0781
BOWIE,MD,38.961,-76.7405
BETHESDA,MD,38.9864,-77.0969
BERLIN,MD,38.3222,-75.2184
BALTIMORE,MD,39.2906,-76.6093
ANNAPOLIS,MD,38.9768,-76.4901
WORCESTER,MA,42.2634,-71.8022
WOBURN,MA,42.4792,-71.1506
WILLIAMSTOWN,MA,42.7101,-73.2045
WELLESLEY,MA,42.2969,-71.292
WALTHAM,MA,42.3764,-71.2353
WAKEFIELD,MA,42.5024,-71.0693
TAUNTON,MA,41.9009,-71.0888
STOUGHTON,MA,42.1252,-71.1027
SPRINGFIELD,MA,42.1013,-72.5893
SOUTH HADLEY,MA,42.2593,-72.575
SCITUATE,MA,42.1997,-70.7522
ROWE,MA,42.694,-72.8992
QUINCY,MA,42.2523,-71.0042
PLYMOUTH,MA,41.9275,-70.6565
PITTSFIELD,MA,42.4474,-73.2542
NORTHAMPTON,MA,42.318,-72.6318
NORTH ATTLEBORO,MA,41.9807,-71.333
NORTH ADAMS,MA,42.6998,-73.1149
NEWTON,MA,42.3386,-71.2071
NEW BEDFORD,MA,41.6377,-70.9309
MILTON,MA,42.2555,-71.0772
MEDFORD,MA,42.4198,-71.1088
LYNN,MA,42.4637,-70.9502
LEXINGTON,MA,42.45,-71.2312
LAWRENCE,MA,42.7104,-71.1605
IPSWICH,MA,42.6796,-70.8382
HOLYOKE,MA,42.207,-72.6074
HARVARD,MA,42.529,-71.5783
GROTON,MA,42.6065,-71.569
GREENFIELD,MA,42.5875,-72.5981
GLOUCESTER,MA,42.6144,-70.6681
FALL RIVER,MA,41.6974,-71.1437
DEERFIELD,MA,42.5425,-72.602
COLRAIN,MA,42.6726,-72.6989
CHICOPEE,MA,42.1482,-72.607
CHESTNUT HILL,MA,42.3329,-71.1723
CHELSEA,MA,42.3938,-71.0324
CAMBRIDGE,MA,42.3668,-71.106
BROOKLINE,MA,42.3335,-71.1205
BROCKTON,MA,42.0832,-71.0172
BOURNE,MA,41.7426,-70.5883
BOSTON,MA,42.3587,-71.0567
BEDFORD,MA,42.4929,-71.2831
AMHERST,MA,42.3708,-72.5332
SHREVEPORT,LA,32.5149,-93.7469
PLAQUEMINE,LA,30.289,-91.235
OAKDALE,LA,30.8156,-92.6643
NEW ORLEANS,LA,29.9537,-90.0778
MONROE,LA,32.5098,-92.1188
MINDEN,LA,32.6152,-93.286
METAIRIE,LA,29.9884,-90.1315
MARKSVILLE,LA,31.1249,-92.0624
LEESVILLE,LA,31.1432,-93.2644
LAFAYETTE,LA,30.2203,-92.0171
JONESBORO,LA,32.2436,-92.7117
HOMER,LA,32.7916,-93.0555
HAMMOND,LA,30.5042,-90.4585
GRETNA,LA,29.9167,-90.0657
GRAMBLING,LA,32.528,-92.7163
FRANKLINTON,LA,30.8478,-90.1539
FOREST HILL,LA,31.043,-92.5315
DENHAM SPRINGS,LA,30.487,-90.9555
CLINTON,LA,30.8662,-91.0178
BURAS,LA,29.3587,-89.5322
BOSSIER CITY,LA,32.5159,-93.7354
BOGALUSA,LA,30.7906,-89.8643
BATON ROUGE,LA,30.4433,-91.187
ANGOLA,LA,30.9425,-91.5734
PIKEVILLE,KY,37.4817,-82.5188
MANCHESTER,KY,37.1612,-83.7664
LOUISVILLE,KY,38.2549,-85.7664
LEXINGTON,KY,38.0486,-84.5003
FRANKFORT,KY,38.1951,-84.8787
FLORENCE,KY,39.0008,-84.631
FAIRDALE,KY,38.1044,-85.758
COVINGTON,KY,39.0838,-84.5102
BEREA,KY,37.5703,-84.2927
WICHITA,KS,37.687,-97.3356
TOPEKA,KS,39.0493,-95.6712
MANHATTAN,KS,39.1788,-96.5618
LEAVENWORTH,KS,39.3193,-94.9156
LAWRENCE,KS,38.9731,-95.2365
LARNED,KS,38.1876,-99.0984
KANSAS CITY,KS,39.1135,-94.6268
HUTCHINSON,KS,38.0573,-97.9327
HILL CITY,KS,39.3645,-99.8426
TERRE HAUTE,IN,39.4665,-87.413
SOUTH BEND,IN,41.6791,-86.254
RUSSIAVILLE,IN,40.4175,-86.2709
RICHMOND,IN,39.8304,-84.8903
PENDLETON,IN,39.9996,-85.7354
LAFAYETTE,IN,40.4174,-86.8766
KOKOMO,IN,40.4865,-86.1262
INDIANAPOLIS,IN,39.7669,-86.15
HIGHLAND,IN,41.5534,-87.449
GARY,IN,41.6037,-87.3372
EVANSVILLE,IN,37.9771,-87.5641
COALMONT,IN,39.1937,-87.231
BLOOMINGTON,IN,39.1666,-86.5348
ANDERSON,IN,40.1022,-85.6787
ZION,IL,42.4434,-87.8256
WINNETKA,IL,42.1052,-87.7336
WHEATON,IL,41.8661,-88.1106
WAUKEGAN,IL,42.3621,-87.8339
VANDALIA,IL,38.9602,-89.0989
URBANA,IL,40.1174,-88.2044
SPRINGFIELD,IL,39.8011,-89.6436
SOUTH HOLLAND,IL,41.5999,-87.61
SKOKIE,IL,42.0263,-87.7557
ROSEMONT,IL,41.9957,-87.8622
ROCKFORD,IL,42.2669,-89.0781
ROCK ISLAND,IL,41.5116,-90.576
RANTOUL,IL,40.3085,-88.1462
PEORIA,IL,40.6924,-89.588
PEKIN,IL,40.5697,-89.6448
NORMAL,IL,40.5108,-88.9935
NILES,IL,42.0262,-87.8008
MURPHYSBORO,IL,37.7643,-89.3349
MONTGOMERY,IL,41.7297,-88.3349
MOLINE,IL,41.4917,-90.4899
MARION,IL,37.7308,-88.93
MADISON,IL,38.6796,-90.1572
JOLIET,IL,41.5249,-88.0846
GLENCOE,IL,42.1346,-87.7549
FORD HEIGHTS,IL,41.5075,-87.5921
EVANSTON,IL,42.057,-87.6865
ELGIN,IL,42.0396,-88.2832
DWIGHT,IL,41.094,-88.4278
DEKALB,IL,41.9295,-88.7499
DEERFIELD,IL,42.1689,-87.8462
CICERO,IL,41.8512,-87.7475
CHICAGO,IL,41.8843,-87.6324
CHAMPAIGN,IL,40.1142,-88.2435
CARBONDALE,IL,37.7273,-89.2158
CAIRO,IL,37.0051,-89.1763
BERWYN,IL,41.8433,-87.7913
AURORA,IL,41.7571,-88.3161
WALLACE,ID,47.472,-115.9239
TWIN FALLS,ID,42.5562,-114.4696
NAPLES,ID,48.5723,-116.3949
MOSCOW,ID,46.7324,-117.0004
JEROME,ID,42.7241,-114.5158
COEUR D'ALENE,ID,47.6717,-116.7759
BOISE,ID,43.6076,-116.1934
WATERLOO,IA,42.4931,-92.3422
SIGOURNEY,IA,41.3367,-92.2052
IOWA CITY,IA,41.6578,-91.5265
GRINNELL,IA,41.7469,-92.7274
DES MOINES,IA,41.5898,-93.6157
DAVENPORT,IA,41.5383,-90.576
CLINTON,IA,41.839,-90.192
CEDAR RAPIDS,IA,41.9763,-91.6738
BLOOMFIELD,IA,40.7501,-92.4136
AMES,IA,42.0253,-93.6202
WRIGHTSVILLE,GA,32.7295,-82.7191
WINDER,GA,33.9912,-83.7224
WILDWOOD,GA,34.9675,-85.4099
WAYNESBORO,GA,33.0898,-82.0163
WASHINGTON,GA,33.7353,-82.7396
TIFTON,GA,31.4514,-83.5093
SYLVESTER,GA,31.5303,-83.8354
STONE MOUNTAIN,GA,33.8038,-84.17
STATESBORO,GA,32.4489,-81.7833
SOCIAL CIRCLE,GA,33.6557,-83.7177
SAVANNAH,GA,32.0809,-81.0912
SASSER,GA,31.7201,-84.3481
SANDY SPRINGS,GA,33.9248,-84.3791
ROME,GA,34.2449,-85.1668
REIDSVILLE,GA,32.0863,-82.1172
PLAINS,GA,32.0368,-84.3883
PERRY,GA,32.4609,-83.7347
NEWTON,GA,31.3137,-84.3511
NASHVILLE,GA,31.206,-83.2503
MOULTRIE,GA,31.1804,-83.7888
MONROE,GA,33.7958,-83.7134
MILLEDGEVILLE,GA,33.0814,-83.2262
MARIETTA,GA,33.9532,-84.5459
MACON,GA,32.84,-83.6281
LUDOWICI,GA,31.7066,-81.741
LEESBURG,GA,31.7323,-84.1722
LAGRANGE,GA,33.0414,-85.0311
JACKSONVILLE,GA,31.8163,-82.9789
GRIFFIN,GA,33.2471,-84.2636
FORT VALLEY,GA,32.5539,-83.8886
EDEN,GA,32.1723,-81.3893
DUBLIN,GA,32.5389,-82.9073
DAWSON,GA,31.7736,-84.4464
CUMMING,GA,34.204,-84.1397
CRAWFORDVILLE,GA,33.554,-82.8936
CORDELE,GA,31.9713,-83.7827
COLUMBUS,GA,32.4629,-84.9876
COLLEGE PARK,GA,33.6564,-84.4488
CARTERSVILLE,GA,34.1652,-84.7954
CALHOUN,GA,34.5052,-84.9509
BLACKSHEAR,GA,31.3044,-82.2406
AUGUSTA,GA,33.4793,-81.9752
ATLANTA,GA,33.7483,-84.3911
ATHENS,GA,33.9581,-83.3733
ASHBURN,GA,31.7056,-83.6541
AMERICUS,GA,32.0727,-84.2326
ALBANY,GA,31.5811,-84.156
WEST PALM BEACH,FL,26.7144,-80.0532
TAMPA,FL,27.9465,-82.4593
TALLAHASSEE,FL,30.4398,-84.2807
STARKE,FL,29.9474,-82.1104
SAINT PETERSBURG,FL,27.7712,-82.6388
RUSKIN,FL,27.7181,-82.434
PERRY,FL,30.1171,-83.5816
PENSACOLA,FL,30.4208,-87.2172
PALM BEACH,FL,26.7029,-80.0366
PALATKA,FL,29.6486,-81.6374
ORLANDO,FL,28.5382,-81.3774
OPA-LOCKA,FL,25.9046,-80.253
OCALA,FL,29.1878,-82.1404
OAKLAND,FL,28.5571,-81.6281
MILTON,FL,30.6336,-87.0382
MIAMI BEACH,FL,25.7934,-80.1349
MIAMI,FL,25.7748,-80.1977
MELBOURNE,FL,28.0794,-80.6072
MARY ESTHER,FL,30.4165,-86.6537
LAKE CITY,FL,30.1905,-82.6371
LAKE BUENA VISTA,FL,28.3812,-81.5073
KISSIMMEE,FL,28.2944,-81.4067
KEY WEST,FL,24.5545,-81.8002
JACKSONVILLE,FL,30.3315,-81.6562
HIALEAH,FL,25.827,-80.2815
GAINESVILLE,FL,29.652,-82.3228
FORT PIERCE,FL,27.4487,-80.3266
FORT LAUDERDALE,FL,26.1237,-80.1436
FERNANDINA BEACH,FL,30.67,-81.4636
DAYTONA BEACH,FL,29.2036,-81.0394
DAVIE,FL,26.0657,-80.2347
CLEARWATER,FL,27.9656,-82.7998
WILMINGTON,DE,39.7402,-75.5508
NEWARK,DE,39.678,-75.7618
DOVER,DE,39.158,-75.5247
BEAR,DE,39.6275,-75.6609
WASHINGTON,DC,38.8904,-77.032
WOODBURY,CT,41.5427,-73.2085
WINDHAM,CT,41.6999,-72.1551
WESTON,CT,41.2244,-73.383
WESTBROOK,CT,41.2835,-72.4422
WEST HARTFORD,CT,41.7588,-72.7444
WATERBURY,CT,41.5541,-73.0462
STRATFORD,CT,41.1986,-73.1336
STAMFORD,CT,41.0518,-73.5422
SCOTLAND,CT,41.6985,-72.083
SALISBURY,CT,41.9827,-73.4225
ROXBURY,CT,41.5622,-73.311
PUTNAM,CT,41.9162,-71.9096
OLD LYME,CT,41.3237,-72.3308
NORWALK,CT,41.1137,-73.4076
NORTH STONINGTON,CT,41.4509,-71.9012
NEW LONDON,CT,41.3564,-72.0965
NEW HAVEN,CT,41.3076,-72.9246
NEW BRITAIN,CT,41.6677,-72.7821
MONTVILLE,CT,41.454,-72.1366
MILFORD,CT,41.2255,-73.0571
MIDDLETOWN,CT,41.5627,-72.6498
MERIDEN,CT,41.5363,-72.7978
LITCHFIELD,CT,41.7448,-73.1883
HARTFORD,CT,41.7635,-72.674
HAMDEN,CT,41.384,-72.9017
GROTON,CT,41.3549,-72.0712
GREENWICH,CT,41.0643,-73.6398
GALES FERRY,CT,41.4258,-72.0814
FARMINGTON,CT,41.7129,-72.8377
FAIRFIELD,CT,41.1662,-73.2291
ENFIELD,CT,41.9984,-72.5744
ELLINGTON,CT,41.9041,-72.4691
EAST HAVEN,CT,41.2778,-72.8714
DANBURY,CT,41.3927,-73.4536
BRISTOL,CT,41.6745,-72.9462
BRIDGEPORT,CT,41.1819,-73.1913
BRANFORD,CT,41.2826,-72.8123
BERLIN,CT,41.6225,-72.7454
ASHFORD,CT,41.8629,-72.1883
TRINIDAD,CO,37.1677,-104.5082
SPRINGFIELD,CO,37.4137,-102.6166
NUCLA,CO,38.2685,-108.5459
LONGMONT,CO,40.1639,-105.1002
LEADVILLE,CO,39.2508,-106.2926
LAKEWOOD,CO,39.7109,-105.0821
GOLDEN,CO,39.7567,-105.225
ENGLEWOOD,CO,39.6546,-104.9936
DENVER,CO,39.74,-104.992
COLORADO SPRINGS,CO,38.8335,-104.8218
BOULDER,CO,40.0157,-105.2792
YUBA CITY,CA,39.1408,-121.6195
YORBA LINDA,CA,33.8915,-117.8243
WEST HOLLYWOOD,CA,34.0907,-118.3705
WATSONVILLE,CA,36.9087,-121.7552
WASHINGTON,CA,39.3586,-120.8006
VENTURA,CA,34.2808,-119.2923
VENICE,CA,33.9875,-118.4722
TULELAKE,CA,41.9542,-121.4767
TRAVIS AIR FORCE BASE,CA,38.2715,-121.933
TRACY,CA,37.7397,-121.4264
TORRANCE,CA,33.8371,-118.3431
SUNNYVALE,CA,37.3717,-122.038
STOCKTON,CA,37.9537,-121.2908
STANFORD,CA,37.4314,-122.1689
SONORA,CA,37.9833,-120.3822
SAUSALITO,CA,37.8592,-122.4886
SANTA ROSA,CA,38.4379,-122.7124
SANTA MONICA,CA,34.0116,-118.4923
SANTA CRUZ,CA,36.9741,-122.031
SANTA CLARA,CA,37.3558,-121.9551
SANTA BARBARA,CA,34.4194,-119.6991
SAN QUENTIN,CA,37.9449,-122.4959
SAN MATEO,CA,37.547,-122.3149
SAN LUIS OBISPO,CA,35.2855,-120.6625
SAN JOSE,CA,37.3387,-121.8854
SAN FRANCISCO,CA,37.7771,-122.4196
SAN FERNANDO,CA,34.284,-118.4386
SAN DIEGO,CA,32.7157,-117.1617
SAN CLEMENTE,CA,33.4286,-117.6073
SALINAS,CA,36.6709,-121.6548
SACRAMENTO,CA,38.5793,-121.4909
RODEO,CA,38.0328,-122.267
RIVERSIDE,CA,33.9817,-117.374
RICHMOND,CA,37.9378,-122.3427
REDDING,CA,40.5876,-122.3926
POMONA,CA,34.0549,-117.75
PICO RIVERA,CA,33.9824,-118.088
PASADENA,CA,34.1475,-118.1443
PALO ALTO,CA,37.4447,-122.1608
PALM SPRINGS,CA,33.8232,-116.512
OXNARD,CA,34.2003,-119.1801
OROVILLE,CA,39.5139,-121.5561
ORANGE,CA,33.7879,-117.8507
OCEANSIDE,CA,33.1972,-117.3806
OAKLAND,CA,37.8051,-122.2731
NORTHRIDGE,CA,34.235,-118.5339
MONTEREY,CA,36.5976,-121.8968
MENLO PARK,CA,37.4553,-122.1786
MALIBU,CA,34.0365,-118.688
LOS ANGELES,CA,34.0535,-118.2453
LONG BEACH,CA,33.7667,-118.1924
LIVERMORE,CA,37.6755,-121.7582
LA JOLLA,CA,32.8427,-117.2722
KEENE,CA,35.2414,-118.5855
ISLA VISTA,CA,34.4124,-119.857
IRVINE,CA,33.6873,-117.8259
HOLLYWOOD,CA,34.1016,-118.3371
HERALD,CA,38.2956,-121.2446
HAYWARD,CA,37.6713,-122.0855
GUERNEVILLE,CA,38.502,-122.998
GILROY,CA,37.0044,-121.5717
GARBERVILLE,CA,40.101,-123.7949
FRESNO,CA,36.7407,-119.7858
FORT BRAGG,CA,39.4461,-123.8059
EUREKA,CA,40.8033,-124.1595
ESCONDIDO,CA,33.1232,-117.0822
EL SEGUNDO,CA,33.9199,-118.416
DUARTE,CA,34.1396,-117.9705
DAVIS,CA,38.5467,-121.7446
CUPERTINO,CA,37.319,-122.0293
CORONADO,CA,32.6762,-117.1709
CONCORD,CA,37.9817,-122.0258
CLAREMONT,CA,34.0961,-117.7164
CHICO,CA,39.732,-121.842
BEVERLY HILLS,CA,34.0735,-118.4003
BERKELEY,CA,37.8699,-122.2705
BARSTOW,CA,34.893,-117.0258
BAKERSFIELD,CA,35.3672,-119.0189
AVILA BEACH,CA,35.1793,-120.7355
ANAHEIM,CA,33.8329,-117.9152
ALTURAS,CA,41.4941,-120.5426
ALAMEDA,CA,37.7668,-122.2453
WINDOW ROCK,AZ,35.6706,-109.0591
TUCSON,AZ,32.2216,-110.9698
TEMPE,AZ,33.4255,-111.9372
SCOTTSDALE,AZ,33.494,-111.9207
SAN MANUEL,AZ,32.6136,-110.6277
POLACCA,AZ,35.8341,-110.3801
PHOENIX,AZ,33.4483,-112.0758
CLIFTON,AZ,33.0476,-109.2939
BISBEE,AZ,31.4419,-109.9148
WHEATLEY,AR,34.9118,-91.1073
RUSSELLVILLE,AR,35.2783,-93.1348
PINE BLUFF,AR,34.2235,-92.0034
LITTLE ROCK,AR,34.7487,-92.2749
JONESBORO,AR,35.8353,-90.7051
HOT SPRINGS,AR,34.5094,-93.0522
FORREST CITY,AR,35.0114,-90.7862
FAYETTEVILLE,AR,36.0632,-94.1579
DAMASCUS,AR,35.3648,-92.4117
TUSKEGEE,AL,32.4241,-85.6898
TUSCUMBIA,AL,34.7314,-87.7029
TUSCALOOSA,AL,33.2104,-87.5663
TALLADEGA,AL,33.4345,-86.1027
SELMA,AL,32.4118,-87.0222
PRATTVILLE,AL,32.4619,-86.4508
PELL CITY,AL,33.5861,-86.2864
OPELIKA,AL,32.6505,-85.3806
NOTASULGA,AL,32.5694,-85.663
NORTHPORT,AL,33.2404,-87.5909
MONTGOMERY,AL,32.3802,-86.3001
MOBILE,AL,30.6865,-88.053
MARION,AL,32.6347,-87.3191
HUNTSVILLE,AL,34.7293,-86.5851
HOBSON CITY,AL,33.6205,-85.8382
HAMMONDVILLE,AL,34.5919,-85.6356
GREENVILLE,AL,31.8294,-86.6335
GREENSBORO,AL,32.7036,-87.5955
GADSDEN,AL,34.0148,-86.0072
FORT DEPOSIT,AL,31.9862,-86.5583
FAIRFIELD,AL,33.4906,-86.9157
EUTAW,AL,32.8406,-87.8878
EUFAULA,AL,31.895,-85.1459
DEMOPOLIS,AL,32.5048,-87.8379
DECATUR,AL,34.6074,-86.9798
CULLMAN,AL,34.1744,-86.8434
CARROLLTON,AL,33.262,-88.0945
CAMDEN,AL,31.993,-87.2905
BUTLER,AL,32.0893,-88.2213
BIRMINGHAM,AL,33.5207,-86.8118
BESSEMER,AL,33.402,-86.954
ATHENS,AL,34.8045,-86.9713
ANNISTON,AL,33.6571,-85.8195
